uri,cid,author_did,author_handle,created_at,text,link
at://did:plc:qczlskepau2wjdvu3udzoy5z/app.bsky.feed.post/3m5yhaqccqk2r,bafyreidtlmfzn7lo5jb76zepkvyfxtoet34g5rp6whluqmse7kahl3xloy,did:plc:qczlskepau2wjdvu3udzoy5z,lightbeloved18db.bsky.social,2025-11-19T14:21:54.787Z,"Kinda weird because day one was intended to be a quick hello, hey, how are you then B on my way after a few questions but things seemed BB flowing so smoothly and naturally there was no reason to stop but the neighbours had decided that was interfering with their plans of murder and sextortion fraud",https://bsky.app/profile/
at://did:plc:uyv6dgk5znfedgcrzfryjg2a/app.bsky.feed.post/3m5y535sw6j22,bafyreia3du3gfn6ui4zeqyflqj2aeesyam5it3s3zlkhsg4x5kba4sua4e,did:plc:uyv6dgk5znfedgcrzfryjg2a,piemonteindiretta.bsky.social,2025-11-19T11:19:45.598Z,"🔗 Tentata estorsione, due giovani arrestati nel torinese

Il meccanismo scoperto dai carabinieri è quello della sextortion

#Piemonte #AnsaPiemonte",https://bsky.app/profile/
at://did:plc:tbwou5m67zcwwjchqixx6yca/app.bsky.feed.post/3m5y44qgxxc2w,bafyreiejzob6fg2ozhqjgg3alkahq6uinbll23fwqiusbdnyopg4dyz54i,did:plc:tbwou5m67zcwwjchqixx6yca,belgium.be,2025-11-19T11:02:49.561Z,"#PAYBOY | 🤑
Child Focus waarschuwt voor het fenomeen van financiële sextortion. Daarbij worden slachtoffers, vaak jongens, online gechanteerd met naaktbeelden.

Als slachtoffer ben je niet alleen. Praat erover en ontdek wat je ertegen kan doen.

📲 payboy.be/nl",https://bsky.app/profile/
at://did:plc:4ghmx6plcww2525uptqdiiz7/app.bsky.feed.post/3m5wtonkjxc2t,bafyreibhakauwqnprjhuvg64g5sim4yue7tij52nyyh5r7y4jdvwglrp6u,did:plc:4ghmx6plcww2525uptqdiiz7,voter1vote.bsky.social,2025-11-18T22:59:07.098Z,"Someone  you might know could, maybe, use this information. #sextortion 

www.youtube.com/watch?v=Znqm...",https://bsky.app/profile/
at://did:plc:nmk5tohklsobiohz7dde3pgz/app.bsky.feed.post/3m5wjr7ads22c,bafyreiaccwjft6saf6qshursghcf4ot4wddyn2umjsq5snghnprfiir47u,did:plc:nmk5tohklsobiohz7dde3pgz,vdbdavid.bsky.social,2025-11-18T20:01:35.254Z,"5 vrouwen over jongens 🤷🏼‍♂️ #sextortion 
@deafspraak.bsky.social",https://bsky.app/profile/
at://did:plc:ngcbllycwvluh4uh6m4bl5t6/app.bsky.feed.post/3m5zw6sbbjk2f,bafyreiaaj74xbvllmq2ktve65auxkz7tucoprfh47dkbh7lrds76cpmnnq,did:plc:ngcbllycwvluh4uh6m4bl5t6,splendorr.bsky.social,2025-11-20T04:21:55.607Z,"we’re just swimming with the most incredible art in every medium

it’s overwhelming!

and for some reason we’re putting up with the people who want to destroy the already-struggling livelihoods of artists 

and replace it with ghibli-defacing revenge porn machines???

why is everything like this!!!",https://bsky.app/profile/
at://did:plc:hevig3r2csprkpvkvstkvaci/app.bsky.feed.post/3m5zs7qaj4s24,bafyreibw6ayusqoiqmzzc2wtdzntwg5yg3jtkrzixztakzn3mcbx7tnkcm,did:plc:hevig3r2csprkpvkvstkvaci,terraobscura.bsky.social,2025-11-20T03:10:52.071Z,"The butlerian jihad, but less and less ironically each time I say it.

What really grinds my gears is how this comes alongside debanking and harassing NSFW artists out of art markets. AI companies can freely market *actual* non-con revenge porn, but artists can't get even a little weird with it.",https://bsky.app/profile/
at://did:plc:t3k3ngh34buqimtjjjhtu2xz/app.bsky.feed.post/3m5zozji7en2z,bafyreicxwqp3zr4zgba5eylkurqe5ttyrqmq2qmi2hezh4yddhf657ff5a,did:plc:t3k3ngh34buqimtjjjhtu2xz,johngpettus.bsky.social,2025-11-20T02:13:42.431Z,"But also... it was never illegal or even immoral for the government to talk to platforms!

It's only bad if they threaten platforms with official government action. 

To this day, Rs think the Biden admin *asking* platforms to take down revenge porn pics of Hunter was equal to threatening Kimmel.",https://bsky.app/profile/
at://did:plc:2ukaemhxkkvlhz2hfivb224j/app.bsky.feed.post/3m5zmk2zzfk2h,bafyreihl2lu2ztkp62zphiaxnht6qn3c7l6l3peivm6zw7mz3qyga5faj4,did:plc:2ukaemhxkkvlhz2hfivb224j,scorpiosymbol.bsky.social,2025-11-20T01:29:16.486Z,"Ok, we need to talk about  how both #Doc and #BrilliantMinds are both doing these gas-lighting, driving someone crazy for revenge and/or profit... 

Just. Fucking. No.

Who on earth thought this was a good narrative choice to explore for either of these shows? 

Spare me with the torture-porn.",https://bsky.app/profile/
at://did:plc:y6k6p2gkgafxxqwkh72r4g2c/app.bsky.feed.post/3m5zlbt3k4k2y,bafyreigicaxruvgpnzukk3vhhke7dwqktvswtx5pwljfyhhpqkjxwdpk2e,did:plc:y6k6p2gkgafxxqwkh72r4g2c,dalishruby.bsky.social,2025-11-20T01:06:45.969Z,"This is crazy and disgusting. I feel like people who get caught with this shit should charged or arrested. It’s basically revenge porn at this point,",https://bsky.app/profile/
at://did:plc:ponvvddpu4bnzaxpc6uthfpc/app.bsky.feed.post/3m5zhnstx2s2p,bafyreiaeuab4ikffuen5vtdwbox34skj65cmn23mebkwslohxkkgtadp54,did:plc:ponvvddpu4bnzaxpc6uthfpc,riverboatchris.bsky.social,2025-11-20T00:01:53.407Z,Remember when Marsha Blackburn rallied Senators from red states to remove this from the reconciliation bill because they correctly pointed out it would interfere with a bunch of bipartisan state revenge porn and cyber stalking laws?,https://bsky.app/profile/
at://did:plc:wbs2xhl4sccclarl7nuguuyb/app.bsky.feed.post/3m5zewc4mrk2l,bafyreic5m5dzfufgg6etgvo4x5tl5ic345b2kvhvjwanh676ai765shw34,did:plc:wbs2xhl4sccclarl7nuguuyb,roxxiemoth.bsky.social,2025-11-19T23:12:56.631Z,"It still cuts off our income streams and forces adult content creators into increasingly precarious positions as the only sites left to sell on become increasingly exploitative, with the added bonus the chuds can still whack it to AI-generated revenge porn or whatever guilt free.",https://bsky.app/profile/
at://did:plc:gyshcmtphlwvlfqvmvinmzil/app.bsky.feed.post/3m5ywxlyt222z,bafyreidgk3wdcjocuvu5huujqwkqqmcmduyniom54ntnarmxpfjfvkbr6a,did:plc:gyshcmtphlwvlfqvmvinmzil,qs-not.bsky.social,2025-11-19T19:03:08.160Z,Trump must be really embarrassed about his poor performance with Bubba since he clearly doesnt want putin to leak the photos,https://bsky.app/profile/
at://did:plc:konsw7qm4vpjk5ei3snkmurm/app.bsky.feed.post/3m5ynqujurk27,bafyreig7b5edr477j3wg3l5rznyktkfgtxgdpufu445j337alqghwmvuja,did:plc:konsw7qm4vpjk5ei3snkmurm,instrumentalcomms.bsky.social,2025-11-19T16:18:18.545Z,"Your Daily #InstrumIntel for 11/19/25:

Leak shows how AI users made explicit deepfakes based on yearbook photos of real women.

The White House's secret plan to end Ukraine war. 

South Carolina's plan to jail women for getting abortions. 

And more:

www.instrumentalcomms.com/blog/tiktok-...",https://bsky.app/profile/
at://did:plc:vcepp6trx4vpe5ourxso4tjl/app.bsky.feed.post/3m5ynjpsjzk2r,bafyreihsuch5saopyqwaewe2g3mvjtt3ugila3s56l6xgtlbmipriqovgu,did:plc:vcepp6trx4vpe5ourxso4tjl,404media.co,2025-11-19T16:14:18.711Z,"The photos in the datasets were overwhelmingly of women, including adult performers, influencers, and celebrities, but also women who are definitely not famous. Secret Desires removed the faceswap feature earlier this year, but the leak is a look at how people used it www.404media.co/ai-porn-secr...",https://bsky.app/profile/
at://did:plc:6reyign6btb3j5vmbk7fupjr/app.bsky.feed.post/3m5x6ydwnzc2j,bafyreiejo5mafkqxugiuyw2f4qulpesknid6k62cggkjmddfrw6t7uhhiu,did:plc:6reyign6btb3j5vmbk7fupjr,cabinndawoods.bsky.social,2025-11-19T02:21:23.692Z,"…The result would be “the largest data leak in history, had it not been collated as part of a responsibly conducted research study,” …",https://bsky.app/profile/
at://did:plc:2du5zhx74iu62bxb5s7yhj2w/app.bsky.feed.post/3m5x3wsdw4c2i,bafyreiakbemy4dia6qktuysnpemcz6exq757aubpfwi7adza3cp3inanqm,did:plc:2du5zhx74iu62bxb5s7yhj2w,alexandreborges.bsky.social,2025-11-19T01:26:50.492Z,"Microsoft ms-photos URI NTLM Leak:

github.com/rubenformati...

#microsoft #infosec #vulnerability #leak #ntlm #windows",https://bsky.app/profile/
at://did:plc:j4s4wdsabzofislrxmmgqq3s/app.bsky.feed.post/3m5wt6owbbs2t,bafyreig76cfbjruslbtsaf2gbujvluja7lfthezsq755jtv5i7g3szfvxu,did:plc:j4s4wdsabzofislrxmmgqq3s,necron99.bsky.social,2025-11-18T22:50:11.660Z,">>> That being said, these initial promo photos could've been worse. Keeping Link in Twilight Princess green and putting Zelda in her BOTW blue was smart, and apparently they're filming on location in New Zealand which gets my approval. Ironically the set leak photo gives me the most hope. >>>",https://bsky.app/profile/
at://did:plc:zjcxan3bkspzisvminugu5s2/app.bsky.feed.post/3m5wrmfgrxc2n,bafyreibkfhskj33v3y5tynjjkxr34kjzvlrziwex4efbejbf7gbnoieswm,did:plc:zjcxan3bkspzisvminugu5s2,vekamtl.bsky.social,2025-11-18T22:22:03.993Z,"Useless vote because we will NEVER see the files and republicans knows it.
The only way we will see it is if some courageous person finally leak the damn thing..documents, photos,videos.
Trump probably already have an evil plan in place as usual and Democrats are 10 steps behind as usual.",https://bsky.app/profile/
at://did:plc:hh7jwr3vgpojfulwekw36zms/app.bsky.feed.post/3m5zwskz74k2q,bafyreicj2rj5p4dzlspikmy4igtzkyjwrxxnh6wpym6uhf5fw7xyqeulku,did:plc:hh7jwr3vgpojfulwekw36zms,alphamelkyway.bsky.social,2025-11-20T04:32:59.091Z,"who had nudes spiraled 

leaked 

wrecking her in the USA Gregorian 1980s

humiliation ritual",https://bsky.app/profile/
at://did:plc:qy4weedinkdwur6olpvfv53l/app.bsky.feed.post/3m5wmw2dvcs2z,bafyreifudosiaifolzffecwz7m37tfbhnulepsunywslm7fkyryjey7ghu,did:plc:qy4weedinkdwur6olpvfv53l,storyslug.bsky.social,2025-11-18T20:57:59.200Z,"Internet, 2000: I would like to see naked people.

2005: I would like to see this specific naked person, if they've ever been naked in a movie.

2014: I would like to see this specific person's leaked, private nudes.

2025: I would like to see this person naked regardless of whether it's real.",https://bsky.app/profile/
at://did:plc:ivhlrsuo5aglkxwb7kzefxeu/app.bsky.feed.post/3m5vw2bpxak2d,bafyreiepyvhznfp77xqfynbeaxmbyc7nxvgibzydufly6bz3ukdt5u6oei,did:plc:ivhlrsuo5aglkxwb7kzefxeu,spiderlou2099.bsky.social,2025-11-18T14:08:45.091Z,I wanted to check out some leaked nudes of Vida Guerra but the internet is dead.,https://bsky.app/profile/
at://did:plc:2wriqbpqwovubi4t6ombrouu/app.bsky.feed.post/3m5txaxqdls2x,bafyreihrdzu2mdj2u7foljzbm724sxnrj6jxatzui2ipehr5qrnpqlpvhe,did:plc:2wriqbpqwovubi4t6ombrouu,jacobaugust.bsky.social,2025-11-17T19:25:03.764Z,"""My nudes leaked? Which ones? Oh, no, you don't want those, you want THESE.""",https://bsky.app/profile/
at://did:plc:aohq6g4pn4njqioimsxtvghu/app.bsky.feed.post/3m5twrl5mek2h,bafyreici5zg4ux27sfi5hse4mm5q3zrvzsuc7b6t3427vbm5gwcmsczzlu,did:plc:aohq6g4pn4njqioimsxtvghu,anarchoshanties.bsky.social,2025-11-17T19:16:27.251Z,"my plan for when i still wanted to go into politics in case my nudes got leaked was ""complain about the shitty quality and post better ones myself""",https://bsky.app/profile/
at://did:plc:yymghk4byaklpcsucglwsibf/app.bsky.feed.post/3m5riiqb6vk2r,bafyreibi6xjfustqwcdnagny3wp7f3upnchfdgbgtue5ilhysijimymmda,did:plc:yymghk4byaklpcsucglwsibf,otherverseg.bsky.social,2025-11-16T19:55:38.754Z,Kelly Anne Conway is an abuser who leaked her daughter's nudes to humiliate her. George Conway is still married to her and Jack shit to protect his kid. They're both vermin. George is sure as fuck not some resistance hero.,https://bsky.app/profile/
at://did:plc:tfwlgaoi3m4czbiez4cubprg/app.bsky.feed.post/3m5ncth4s4s2v,bafyreick7j2ixkhzysuisshsihdrio2eyyutjlevke225pgtbcri7axa6y,did:plc:tfwlgaoi3m4czbiez4cubprg,thedandycat.bsky.social,2025-11-15T04:03:36.872Z,Cant imagine what it must be like for a malignant narcissist to find his leaked nudes on the internet!,https://bsky.app/profile/
at://did:plc:be7ztphlq3foohg3u3adf7nt/app.bsky.feed.post/3m625ewpmtk2r,bafyreihbnewsxybfum25bunn5zni3ccydisc2j237j2urktutjrpzps4f4,did:plc:be7ztphlq3foohg3u3adf7nt,scotinus.bsky.social,2025-11-20T06:30:37.791Z,Epstein videos. Epstein photographs. The guy was a master of blackmail. He recorded every single massage. Guaranteed.,https://bsky.app/profile/
at://did:plc:6t2qg5vuagxgflh6d6r56ycm/app.bsky.feed.post/3m624v4vuis2v,bafyreicdzxnhqkbdizb2e4qd3oaruoeusxxhfi74rbgxoe7tqo47fk7zp4,did:plc:6t2qg5vuagxgflh6d6r56ycm,raidergs.bsky.social,2025-11-20T06:21:47.415Z,"He still must fulfill one thing he promised to Putin, in order to tie up that loose end of blackmail Putin had gotten from Epstein, so that the scrubbed, redacted Epstein files will work. It's the promise to get Zelenski to admit to a ceasefire. His health is waning, but he'll go out in faked death.",https://bsky.app/profile/
at://did:plc:nyu6j46xxphof6vazvsid3es/app.bsky.feed.post/3m624nftqfs2j,bafyreifalztffrfg7gm7vbjk4xiukb6rz3pmejbydy2wwidhgnay4zfjcm,did:plc:nyu6j46xxphof6vazvsid3es,oldandmoldier.bsky.social,2025-11-20T06:17:28.348Z,no coincidence. ghislane’s daddy was mossad’s blackmail man.,https://bsky.app/profile/
at://did:plc:bla3mm7d6hydubqexevfuoic/app.bsky.feed.post/3m6245zkumc2p,bafyreigsralrm7y5afgqj553kfdhyl2dc3wuvs3ulblsy7gtxhevfp5gui,did:plc:bla3mm7d6hydubqexevfuoic,itstygrey.bsky.social,2025-11-20T06:08:52.158Z,Read one about how an AI model found out that the Fake CEO it was working for was having an affair and tried to blackmail him into not shutting the program down. Think it was Claude or some shit,https://bsky.app/profile/
at://did:plc:nuccyspyff54pudh3ubnvk7a/app.bsky.feed.post/3m6242ajs522u,bafyreih5ene5aom4y4epo3v4tveit26wsru64npzm7qt5htpglrr3u6uey,did:plc:nuccyspyff54pudh3ubnvk7a,ninaberries.bsky.social,2025-11-20T06:06:45.239Z,someone needs to ask peggy siegal what this blackmail email is all about.,https://bsky.app/profile/
at://did:plc:becyx3kojux2jark2h44xsfs/app.bsky.feed.post/3m623w3vtik25,bafyreid4taz3rcdibxegi6xcpfvabrkiyirehh5ck5wdciibwcbymvohja,did:plc:becyx3kojux2jark2h44xsfs,iowasubslut.bsky.social,2025-11-20T06:04:26.161Z,"I need someone to run my accounts so I can't disable them! Who wants to own me digitally?
#sissy #slave #blackmail #owned #dom #gay #midwest #chastity #submissive #goonsky #bnwi #sissy #cuckold #daddy #master",https://bsky.app/profile/
at://did:plc:oj6rfkqupxprcrde5p7lk6mm/app.bsky.feed.post/3m623gfweak2a,bafyreigom3slyjyloqriksonxfzirwygffa3xvkcc4m7v24rnhmt57lmfu,did:plc:oj6rfkqupxprcrde5p7lk6mm,howtrite.bsky.social,2025-11-20T05:55:39.810Z,"Maybe you should ask all those hill-humping, sister-fucking cultists
There is still a taboo about raping your brother
And societies acceptance of homos has always been dependent on their honesty
Closet fags and perverts are discusting
Secrecy breeds corruption
Blackmail is real
And you elect filth",https://bsky.app/profile/
at://did:plc:xfrwohjwxmkytdzadc4lqqy6/app.bsky.feed.post/3m624jxh7fc2v,bafyreifw4dia3qhrbgb63yv56rrjvzshhudxhgfxi3eo3oymeub7sy7zf4,did:plc:xfrwohjwxmkytdzadc4lqqy6,warrenterra.bsky.social,2025-11-20T06:15:32.594Z,"And I'm sure the strategy will be the same, they'll make fun of random people pushing a hyperbolic version of events (was Trump secretly a SMERSH assassin working for the KGB all along?) as if they're the same as the people saying Russia was clearly meddling to help Trump and maybe blackmailing him.",https://bsky.app/profile/
at://did:plc:erkogkcbxngu7kwqhpcvruuh/app.bsky.feed.post/3m624dgasos2g,bafyreih6wkzz3u7qekp6nqj3ximbqmrpvp6bd5iyt6tyxfux6okw6abtxq,did:plc:erkogkcbxngu7kwqhpcvruuh,saffroncomic.com,2025-11-20T06:11:53.232Z,"There are lots of conspiracy theories about how the Epstein Files are videos of Hillary Clinton literally eating a baby etc, but the horror of Epstein isn't that he was blackmailing people with evidence of satanic crimes, it was that he did ""normal"" sex crimes and everyone was cool with it.",https://bsky.app/profile/
at://did:plc:yocou4lvguejldszp7c3ivc4/app.bsky.feed.post/3m5zxllrve22e,bafyreiepneiauas5hr6ommkfy7keibtmpuhh7fb6fyopomjkelgtsuhiha,did:plc:yocou4lvguejldszp7c3ivc4,magentaflame.bsky.social,2025-11-20T04:46:58.761Z,If that's true then they can continue bribing and blackmailing people.,https://bsky.app/profile/
at://did:plc:jrfpyjn3wswayvxvgihp6psf/app.bsky.feed.post/3m5zxboc24k22,bafyreifddrjlecknngjuyqrmjlwevmgk4h67cyjmuzqg6ng5fwrlppjgza,did:plc:jrfpyjn3wswayvxvgihp6psf,gato918.bsky.social,2025-11-20T04:41:25.843Z,"Makes complete sense. He has the videos audios and stills, he's been blackmailing everyone ... They all need to just get out on top of it and share what THEY HAVE ON TRUMP!",https://bsky.app/profile/
at://did:plc:slpfzl67jryqyiu2aday2l6x/app.bsky.feed.post/3m5zut4jw5225,bafyreidkv5eshor5ms4tbrlwbjg7rz2izmsjgxczz3zhpnzu3uhsm6k4cm,did:plc:slpfzl67jryqyiu2aday2l6x,hopehimars.bsky.social,2025-11-20T03:57:29.973Z,"GUARANTEED. 
Epstein wasn't blackmailing him with hoaxes.",https://bsky.app/profile/
at://did:plc:tc5gclitfwag6thnbmq5vi6x/app.bsky.feed.post/3m5zsltx3uk2d,bafyreih2jmnmw2i4nx655le2vs2tdyjskqskkfkbv6xfyr5eqsao5mwoma,did:plc:tc5gclitfwag6thnbmq5vi6x,wendyfg33.bsky.social,2025-11-20T03:17:38.600Z,"Name few, in every church they have agents some installed others converted, most blackmailed

Those who choose integrity they turn others & those closest against them: spouse, &/or children

They’re after Elder #Eritreans big time. They isolate them by blackmailing their children
#FreeEritreaNow
17/",https://bsky.app/profile/
at://did:plc:q3gn57bqajass6c42ivr3v75/app.bsky.feed.post/3m5zs5pvw4s2i,bafyreigxllhlblgmg72lpwsa7bf7oajvde3qg3i5wi2xmvronbqy6ztlsi,did:plc:q3gn57bqajass6c42ivr3v75,happypupster.bsky.social,2025-11-20T03:09:44.616Z,He like others is blackmailing Trump with the Epstein files,https://bsky.app/profile/
at://did:plc:p46u7sxb3cjesbus3rt4zndl/app.bsky.feed.post/3m623nerva22d,bafyreiftoo3sjmuh27bwpgbjznfjpk4cqtizplmq5f75m7ayxxexr7bgke,did:plc:p46u7sxb3cjesbus3rt4zndl,partpartisan.bsky.social,2025-11-20T05:59:33.496Z,"The connection is staying on Twitter, imo.

The Ur-Reactionary attitude of ""I can tolerate the race scientists doxxing my children, but I draw the line at BlueSky posters saying I'm not liberal enough."" (One of these reinforces their self-identity while the other induces social dysphoria.)",https://bsky.app/profile/
at://did:plc:iuvi4rbic3cdkefbiguwgkey/app.bsky.feed.post/3m6227wdqls2p,bafyreidtt3npczp7xwlqznc5vc6mgzuusbraypqdudh5gigkcsc32hp4ce,did:plc:iuvi4rbic3cdkefbiguwgkey,tinyklaus.com,2025-11-20T05:34:08.403Z,"Also, Fessler and that Disclosure Mike dude are insane people. It’s insanely stupid that Lue went on their show and now they’re doxxing RPK. Like incredibly, unbelievably idiotic shit.

Goddamn.",https://bsky.app/profile/
at://did:plc:iiyzqrntv7ilzwufnsxaunax/app.bsky.feed.post/3m5zx7urnk22u,bafyreidghxivybbislmwvqleynok5zobki4fuklsc22d24h4fohh6axsla,did:plc:iiyzqrntv7ilzwufnsxaunax,hattiejosh.bsky.social,2025-11-20T04:40:25.534Z,Graham Platner is just out here doxxing people now,https://bsky.app/profile/
at://did:plc:uxjf6onf4n32ryhkjb4mslrf/app.bsky.feed.post/3m5zwatemjc2a,bafyreiesmt7mzt7tsh3v2bbivuypuelffy3syan2tpkpm5oyze6ac2vqny,did:plc:uxjf6onf4n32ryhkjb4mslrf,chuwunky.bsky.social,2025-11-20T04:23:03.861Z,"🩵🩷🤍🩷🩵FROM HATE TO HORRAY!

With everything going on from death threats to doxxing messages and slurs thrown around I didn’t even know that I was FEATURED IN @Twitch #vtuber week! 

blog.twitch.tv/en/2025/11/1...

🥹 I’m honestly so shocked and thankful! 
#twitchstreamer",https://bsky.app/profile/
at://did:plc:ujsn4mnrhkox23dsdyo5icfw/app.bsky.feed.post/3m5ztwwh4tc2a,bafyreihs53sb3p3ypfqesmedx6qxqrfzsczo6e7amdf6gdbhpgpvcd3bwi,did:plc:ujsn4mnrhkox23dsdyo5icfw,porcelainteacup04.bsky.social,2025-11-20T03:41:43.573Z,"AI, like a more extreme version of cameras and the internet, causes the breakdown of privacy, which the top dogs benefit from the most. 

With the loss of privacy, crime, hacking, doxxing, and cybercrime is exacerbated. Identify theft and scams become more common. This erodes law and order.

[Cont.]",https://bsky.app/profile/
at://did:plc:t5ljwggfcdxy6lm2fkv2cja6/app.bsky.feed.post/3m5zowgmqts2t,bafyreicxthzka5h356uqslxpdho7dqglk62htiugigmhx663vfgfajx2zm,did:plc:t5ljwggfcdxy6lm2fkv2cja6,simyunie.bsky.social,2025-11-20T02:11:58.771Z,"doxxing myself for postcards has me revealing my real name and grimacing over how fucking. three houses-esque. it looks. 

at least my first 2 names. the last name is debatable but still of european origin which makes me laugh whenever i see it",https://bsky.app/profile/
at://did:plc:d3op5qvzqielpvntoa64rtua/app.bsky.feed.post/3m5zlrn6djc2f,bafyreif5pwxkib7i27fv3p3g5ja2rciufl76xuk6zfkzjm5xtv66rmbkqm,did:plc:d3op5qvzqielpvntoa64rtua,sage.is.a.cutie.fyi,2025-11-20T01:15:36.642Z,"sage is being targeted by a doxxing ring, sage is probably the reason moot is leaving, sage is lovesick, sage is behind on schoolwork, sage is a fucking mess. sage wants it all to stop.",https://bsky.app/profile/
at://did:plc:c7c7cz3mhmpxb2aujthelgpe/app.bsky.feed.post/3m6223v4u6s27,bafyreih7m7gq33r37bfg6k7syajyz7i3o3resa6vf4o7wrtyoxs544kfei,did:plc:c7c7cz3mhmpxb2aujthelgpe,lizanneflynn.bsky.social,2025-11-20T05:31:52.910Z,"A BP agent got drunk and pulled out a gun in a women's restroom. 

He was arrested and this video is his concern over being doxxed.

Then he was found dead of cocaine overdose while awaiting trial for 4 felonies. 

www.latimes.com/california/s...

youtube.com/shorts/fYrHn...",https://bsky.app/profile/
at://did:plc:oke2hwfme37jtbyvtg3upcst/app.bsky.feed.post/3m5zy2t4ayz2u,bafyreiedgediebqvvwhrucmwelqaup3grvfsud5vo3ifnui4a3ffpxbg5u,did:plc:oke2hwfme37jtbyvtg3upcst,horsedisc.bsky.social,2025-11-20T04:55:24.43311100Z,"Deciding ""malarkey"" is a fine thing to say tells me that y'all haven't been doxxed by your disabled boyfriends and it SHOWS.",https://bsky.app/profile/
at://did:plc:bsveqmfoqthirvpblrnu5eiv/app.bsky.feed.post/3m5zs2rj25s2z,bafyreifh5tgaa5hv62rytc5ugi32pkr2hd3ozgzq2of54e2xvu75mugmuu,did:plc:bsveqmfoqthirvpblrnu5eiv,ashxleigh95.blacksky.app,2025-11-20T03:08:05.615Z,"Right now on TikTok, there’s a discussion about weird Disney adults upset because a guy who played Tally the elf last year isn’t doing it anymore. They doxxed that man and put him on tshirts while he was there bc they were obsessed. And they apparently did the same to Peter Pan years ago",https://bsky.app/profile/
at://did:plc:fyipfx4w3rsfuuh2myy4222w/app.bsky.feed.post/3m5zj6sr7yc2z,bafyreigdiprnhxueuvtkyll7mssnlzguaomvohenqpw65mztvqssy6lkge,did:plc:fyipfx4w3rsfuuh2myy4222w,betterdonutgalaxy.bsky.social,2025-11-20T00:29:17.486Z,"PLEASE DON'T USE TWITTER
If you don't like Bsky you can leave, but twitter is literally so much worse, and could cause you to be harassed so badly or possibly doxxed

It is NOT a good idea to leave Bsky for Twitter, even if you are for sure not using Bsky",https://bsky.app/profile/
at://did:plc:qiq3cgxosn47ntqagfmz6hjm/app.bsky.feed.post/3m5zfc6hubc2m,bafyreiegzwbkgka3cmbmwg4c5vzquoijwjpnrr7p2cssbufydkuwtwjssm,did:plc:qiq3cgxosn47ntqagfmz6hjm,nickythethievul.bsky.social,2025-11-19T23:19:35.457Z,"I don’t care if I get doxxed, harassed, sent death threats or even swatted by saying this, but…

Men deserve to be happy and treated like humans.",https://bsky.app/profile/
at://did:plc:l45fhznuzaqbiye5prm3kt2r/app.bsky.feed.post/3m5zdcvllsc2t,bafyreiatymbhz7t67bfzzkdrjxptauef6gzjv2ailntfkrsu5l75ge6aaq,did:plc:l45fhznuzaqbiye5prm3kt2r,johnnychugs.bsky.social,2025-11-19T22:44:12.206Z,"Doxxed by Doordash, A new erotic thriller coming in 2026",https://bsky.app/profile/
at://did:plc:itwtuwazoy2iiy5o34hxeicb/app.bsky.feed.post/3m5za7xzfsk2o,bafyreihg7zxbg6jahoz7rbyctoeltbpbyoifhibglyeieypwjcwcfy3zzm,did:plc:itwtuwazoy2iiy5o34hxeicb,jirai-lusia.bsky.social,2025-11-19T21:48:52.874Z,I WAS SO SCARED TO INTERACT BC I WAS NEW AND I WANTED TO AVOID GETTING CANCELLED AND DOXXED FOR NOTHING😭😭 BUT UR SO NICE TWIN ILYSM I ACTUALLY CANT DESCRIBE IT IN WORDS MWAHHHHHH *insert the biggest hug ever!!!* /p,https://bsky.app/profile/
at://did:plc:7e4soyjvumwcf5zcy2t7bhmf/app.bsky.feed.post/3m5yv42gmck2h,bafyreif5qdnhp5zappsjgki7psjgq7hiq4emdwqqza5jo2g6q2uy3oen3q,did:plc:7e4soyjvumwcf5zcy2t7bhmf,healingnation.bsky.social,2025-11-19T18:29:50.026Z,"We cannot afford,as a society, to allow serial rapists,which is what these ""clients"" of Epstein really should be labeled...to walk free.

Odds are, serial rapists not caught,are still raping. Everyday there may be more innocent victims being raped and threatened with violence.
Expose and imprison.",https://bsky.app/profile/
at://did:plc:3zhi77w7l2dic7ibsq2lof34/app.bsky.feed.post/3m5waib5j4k2l,bafyreih3tsshj6424xdjeucgtdpdhwcdh5b3obp3mcfpmyizvznpukjyre,did:plc:3zhi77w7l2dic7ibsq2lof34,cwbchicago.bsky.social,2025-11-18T17:15:31.666Z,"15 years for a man who posed as a young dancer to convince young girls to send him videos on TikTok and Snapchat.

Prosecutors said he threatened to expose the kids if they didn’t keep doing what he asked.

cwbchicago.com/2025/11/man-...",https://bsky.app/profile/
at://did:plc:r3k2eg72nwpz3zxecjzc7nmf/app.bsky.feed.post/3m5vztgarqk2m,bafyreiglkicnwtjdzsgsj3drbvic2mphk2bjwn5cqmtfyka45od2mkocyq,did:plc:r3k2eg72nwpz3zxecjzc7nmf,babiejas.bsky.social,2025-11-18T15:16:29.922Z,"I'm NOT applauding anything from that evil witch! She publicly defended Pedo Gaetz, not only dismissed the accusations but also threatened to expose other Republicans misconduct! She knows things she should have BEEN spoken up about! She's a MAGA who will later make money off a book, playing victim!",https://bsky.app/profile/
