uri,cid,author_did,author_handle,created_at,text,link
at://did:plc:qi2fe77ebqbh6qzak7xlgcmd/app.bsky.feed.post/3m624rowzxk2l,bafyreib5kq5dz3pj6mwqrtw5z2fhbsw7m56kt6opeyofcojucv4dlp3avu,did:plc:qi2fe77ebqbh6qzak7xlgcmd,janescass.bsky.social,2025-11-20T06:19:52.111Z,"See how he nervously looks at his hands, instruments of murder and rape called out by a woman.",https://bsky.app/profile/
at://did:plc:x3c2z6siu4yq75dkli5hx5p4/app.bsky.feed.post/3m624quvi522j,bafyreig7somjqa2ftjuwa4bnqqfxahcjhckcvrn2oqelfpgk5iirdrb3qe,did:plc:x3c2z6siu4yq75dkli5hx5p4,begann.bsky.social,2025-11-20T06:19:24.797Z,"It is past time for a reporter to say: 
""Mr. President, the WHOLE WORLD wants to know if you joined Jeffrey Epstein in the rape of adolescent girls"".",https://bsky.app/profile/
at://did:plc:odyylqbzzbkmnijnxdtl2vkb/app.bsky.feed.post/3m624qr2bqs22,bafyreigifm47tjdu23m6rp2l74y5mug7mf5a3voj667am6edspjxk6lkpe,did:plc:odyylqbzzbkmnijnxdtl2vkb,bluevoter24.bsky.social,2025-11-20T06:19:20.757Z,"Everyone asks ""Did Trump actually rape a girl with Epstein?""  Why yes, yes he did!  #crime #pedophile",https://bsky.app/profile/
at://did:plc:4xtbdet5keuguykxvcuil4z7/app.bsky.feed.post/3m624q6bg7k2n,bafyreie2vicipr2zslw2j5xt2rp3hhvxz4p4otxfj32eca5nz2yhjucgbu,did:plc:4xtbdet5keuguykxvcuil4z7,edengk.bsky.social,2025-11-20T06:19:01.070Z,"CC LEGIONS OF MORON MAGAT PEDOPHILES 

TRUMP IS SCUM 

WHERE ARE THE EPSTEIN RAPE TAPES???",https://bsky.app/profile/
at://did:plc:r4hagpx47hmve5p47mkgxfrq/app.bsky.feed.post/3m624pkffoc2l,bafyreigrwpywh35bbav2b6kwvsmn3zek2mws7ofa4s6notvgsjcmyyttme,did:plc:r4hagpx47hmve5p47mkgxfrq,stuntlover.bsky.social,2025-11-20T06:18:40.230Z,"Listen, men. Even if the age of consent was changed to 17, or 16, and suddenly you weren't liable for statutory rape- you're still admitting that you can't hold a conversation or the interest of a grown ass woman and need a child's attention to validate you. If not illegal, it's still pathetic.",https://bsky.app/profile/
at://did:plc:2k6avu5mrlxqqwsfceza2g3w/app.bsky.feed.post/3m625edneqp24,bafyreih75jfjatfo2yhqvazju2izy3sbscucdi2n4d3p3ti4kmk3zcdh5u,did:plc:2k6avu5mrlxqqwsfceza2g3w,project-push.tk.gg,2025-11-20T06:30:15.41+00:00,"NZ Herald
Recidivist rapist avoids indefinite prison for more sex crimes because of his age
via New Zealand Herald",https://bsky.app/profile/
at://did:plc:7gl357dq6r7jecauosvoa6bp/app.bsky.feed.post/3m625bmk4522a,bafyreidtbelgbl374p3unpoi24grikmhyy5onwrolosjo2fgf25jjhbwse,did:plc:7gl357dq6r7jecauosvoa6bp,leftlimelight.bsky.social,2025-11-20T06:28:46.461Z,"Not only the worst president in the history of America but also the most corrupt and evil too.

The man has no redeeming qualities whatsoever and I despise anyone who's voted for this child rapist.",https://bsky.app/profile/
at://did:plc:76tku5qb53klubnzbhfzpmld/app.bsky.feed.post/3m62556qc6c2k,bafyreiap2ovfux4rldsiz7ajmsx52pdsnpqav4q4ghw37vuzpat5y3rope,did:plc:76tku5qb53klubnzbhfzpmld,uncle-horsepaste.bsky.social,2025-11-20T06:26:17.765Z,300GB were recovered from Epstein’s safe in NYC including many videos labeled <rapist> and <victims name>,https://bsky.app/profile/
at://did:plc:i5t4qscinkcfi6rp2oqt242c/app.bsky.feed.post/3m6252ywzdc2d,bafyreidzomnunr6qygcavwlw7zpn6xwakvi7b5pawsuzlr5kfh7xw3dluq,did:plc:i5t4qscinkcfi6rp2oqt242c,tmau89.bsky.social,2025-11-20T06:25:04.586Z,Of course! Nobody wants a child rapist at their funeral.,https://bsky.app/profile/
at://did:plc:cy2j3ulztfeooybvis5celyt/app.bsky.feed.post/3m624meffgk2w,bafyreifwfonyoexbmzduzf2vpuepwepiyv73tpqc7btz6gnw6fprkcpfje,did:plc:cy2j3ulztfeooybvis5celyt,mtolman.bsky.social,2025-11-20T06:16:53.274Z,"MAGA: ""Trump May Be a Child Rapist, But at Least He Never Wore a Tan Suit""",https://bsky.app/profile/
at://did:plc:duvzntqwbpzjqj4uihdr674a/app.bsky.feed.post/3m624lwxkkc2v,bafyreifciurzkvwesy6b5uhawtdvxgdlwwmbzvkzvl5wtfb3xtpkhksuw4,did:plc:duvzntqwbpzjqj4uihdr674a,tiredoldhag.bsky.social,2025-11-20T06:16:39.188Z,"#MTG and #RepMassie SHOULD read the names of all of Epstein’s pedo pals on the House floor, becuz I can guarantee #PresidentPedo is not going to release the Epstein files until his & all his rapist buds’ names have been redacted, which would render them useless😠
#ReleaseTheEpsteinFiles",https://bsky.app/profile/
at://did:plc:3awpiioa7f7e4r7r6mlplexf/app.bsky.feed.post/3m623hltpfc2q,bafyreic2xwevq5jj7zvhsl2plb3dx2lqfwehwraexkppb36hn3ofzrex7u,did:plc:3awpiioa7f7e4r7r6mlplexf,mxfee.bsky.social,2025-11-20T05:56:18.113Z,"kid about that kind of thing in the first place because yes, kids see and hear things they probably shouldn't but also, you, as an adult, should be making sure the child is safe and not being groomed and/or abused.

I didn't engage with any of the thread but that person needs a HDD check 🤨",https://bsky.app/profile/
at://did:plc:2ebzd33hp2r7rws4rl4rizfl/app.bsky.feed.post/3m623aopa4s2c,bafyreiexmtgadb4xetp4fj4sfcfagdpiik3lhxu43cuuhh32agv622vj3a,did:plc:2ebzd33hp2r7rws4rl4rizfl,weareluigi.bsky.social,2025-11-20T05:52:27.687Z,"I mean… we did have Teddy Ruxspin back in the day. I don’t remember getting groomed by him, but then again I also don’t remember anything he said.🤔",https://bsky.app/profile/
at://did:plc:ak4tlseblqgsmnq2npd4js27/app.bsky.feed.post/3m622kmhfs226,bafyreigpryxprlw6zq5nvfj564tqs42ngq62wt2myio3l27cg42bggz76m,did:plc:ak4tlseblqgsmnq2npd4js27,leadahorse.bsky.social,2025-11-20T05:40:07.136Z,"Maxwell procured the children, groomed the children, physically abused the children herself, and was the brains behind the blackmail scheme. She was a bigger part of Epstein’s trafficking than he was. So sure trump will pardon her.",https://bsky.app/profile/
at://did:plc:khssxrydvcapbp23tqkr7qpn/app.bsky.feed.post/3m5zzwuwj7s23,bafyreidj3r4vtsxhfbryvw6msvk7zvp44s5qeezkttad7l2ksq4l47wqme,did:plc:khssxrydvcapbp23tqkr7qpn,lovekat41.bsky.social,2025-11-20T05:29:04.931Z,"Paul Banaci.  Remember this case?  Listen to his testimony.  It confirms that they used honeypot groomed spies.

www.youtube.com/live/kcublqK...",https://bsky.app/profile/
at://did:plc:tn6oakjg25mrw7h7koiezpnw/app.bsky.feed.post/3m5zzl5kgis2c,bafyreic73duyvjf5gllo2t3wi6vboq2ewt6pnuqynkoiogjk33ioaup5ba,did:plc:tn6oakjg25mrw7h7koiezpnw,ashleyfurnadvocacy.bsky.social,2025-11-20T05:22:31.319Z,She was groomed!,https://bsky.app/profile/
at://did:plc:ak4tlseblqgsmnq2npd4js27/app.bsky.feed.post/3m5zysiq3mk26,bafyreididye5elu4ipi5nldcrjwheolksw3gdgu7zczvdejgh2cd5zfx4y,did:plc:ak4tlseblqgsmnq2npd4js27,leadahorse.bsky.social,2025-11-20T05:08:44.178Z,"Maxwell procured the children, groomed the children, physically abused the children herself, and was the brains behind the blackmail scheme. She was a bigger part of Epstein’s trafficking than he was. So sure trump will pardon her.",https://bsky.app/profile/
at://did:plc:ak4tlseblqgsmnq2npd4js27/app.bsky.feed.post/3m5zyniesh226,bafyreih7mcnsvhwsd66u7p5vtpot2b7yhkdwgjy7fts3nt4jgkcvu33koi,did:plc:ak4tlseblqgsmnq2npd4js27,leadahorse.bsky.social,2025-11-20T05:05:56.037Z,"Maxwell procured the children, groomed the children, physically abused the children herself, and was the brains behind the blackmail scheme. She was a bigger part of Epstein’s trafficking than he was. So sure trump will pardon her.",https://bsky.app/profile/
at://did:plc:lxsue7d6cyqiwpsdr54v2urh/app.bsky.feed.post/3m623kz6chs2u,bafyreicgmszyw7gg5sugzn3vd2cvfzwtogvfk5nrsoet4l5aownlkauqyq,did:plc:lxsue7d6cyqiwpsdr54v2urh,leavittalone.bsky.social,2025-11-20T05:58:14.212Z,"eh you can get a way with a lot if you keep your clothes clean and/or maintain a standard a grooming, it can tolerate a day off if you keep it up the other days",https://bsky.app/profile/
at://did:plc:mp6dvlr7gaikytog5elozahb/app.bsky.feed.post/3m622aggfay2t,bafyreiejd3juuhpq5fr2ahanyvuk262btugm42a6onzqjqfsc62rnichuy,did:plc:mp6dvlr7gaikytog5elozahb,worldnewstodayoff.bsky.social,2025-11-20T05:34:43+00:00,"Romanian grooming gang boss offered £1,500 to leave UK while awaiting trial for 10 rapes | UK News 

#WorldNewsToday #latestUpdates #TrendingNow #GlobalNews",https://bsky.app/profile/
at://did:plc:bisavdcxzynl2u7m6otecde7/app.bsky.feed.post/3m5zzjmby7k2v,bafyreidcexnyjzvuqnatglegpljdsmuncevy6rveebycgt47lfg7xrft3u,did:plc:bisavdcxzynl2u7m6otecde7,loxic.bsky.social,2025-11-20T05:21:39.646Z,friendship is beautiful 💘,https://bsky.app/profile/
at://did:plc:e62zqjcgentiug5cn563zqei/app.bsky.feed.post/3m5zyzinpgc25,bafyreiar5xkodba5eezo363ak4esowulcgvmwjomjehbpw74yqdb7as2l4,did:plc:e62zqjcgentiug5cn563zqei,switchy-kitty4.bsky.social,2025-11-20T05:12:38.982Z,"mustache grooming, the way nature intended💦",https://bsky.app/profile/
at://did:plc:dztnobglcuywvvft7ldnyy6f/app.bsky.feed.post/3m5zyhsnas22d,bafyreiaag6u3pls4uz7tfkbmah2vwe4pgtoo2u5ykp4lgz3halngxezq7a,did:plc:dztnobglcuywvvft7ldnyy6f,semireflection.bsky.social,2025-11-20T05:02:45.472Z,Trump WAS a registered Dem until the GOP & Mark Burnett started grooming him as their racist voter-bait. Their knight in 5hitty diaper.,https://bsky.app/profile/
at://did:plc:rydndcbnolelnenm6pmkzrlk/app.bsky.feed.post/3m5zyemaq5s2c,bafyreiea5ydgidfaquoddw5gfsm47z3q4shbpjl2huxwwxupf6yrhjptf4,did:plc:rydndcbnolelnenm6pmkzrlk,tresicharming.bsky.social,2025-11-20T05:00:58.099Z,This was the most Istanbul pic I took on a recent trip. The food delivery bike with cat perched on seat. The steep cobblestone street. The doorway in need of repair. Chef’s kiss 👩‍🍳😙,https://bsky.app/profile/
at://did:plc:m5mezxrmuvcitxaqsmdalyto/app.bsky.feed.post/3m5zwbtfhgs2a,bafyreieo5j63p6pyfooxurhngnys4zzspekk2hp2xrcp3prozon7gjk6me,did:plc:m5mezxrmuvcitxaqsmdalyto,skypiratetat.bsky.social,2025-11-20T04:23:37.454Z,After seeing how Abel tapped into his inner dad in the finale. I can't help but think about a messed up scenario where Lute starts grooming him to be Adam 2.0 to cope and also so she can have things her way and kill everyone.,https://bsky.app/profile/
at://did:plc:hqasq7qsvd7mnqpgefq63r72/app.bsky.feed.post/3m623fxgv6s2w,bafyreibhcr56uv6mgvlnrndzbxhjfkrvefybeinmlo56mzdpw22y6fjsu4,did:plc:hqasq7qsvd7mnqpgefq63r72,bogbody.kindboys.online,2025-11-20T05:55:24.624Z,it is definitely for kink reasons and has nothing to do with that guy who kept stealthing me hahaha,https://bsky.app/profile/
at://did:plc:qdp4qbcfomsiuq727e7wsj5m/app.bsky.feed.post/3m5yxqfgvhk2f,bafyreiat46rjcmdlychqoykmum4x3kvsely76qwaassasezh5y2q37npbm,did:plc:qdp4qbcfomsiuq727e7wsj5m,crownlessagain.bsky.social,2025-11-19T19:17:00.141Z,"Mine is a LotR reference, and nobody ever catches it unless I say something about it hehehe stealthing my og special interest",https://bsky.app/profile/
at://did:plc:koo7unyovqv7hrhojs2uipul/app.bsky.feed.post/3m5wsfjxwok2u,bafyreiaahvpgk3vszck5aqqhiyij7a2coynnffbtjl5rl4upem3t5hpfo4,did:plc:koo7unyovqv7hrhojs2uipul,red047x.bsky.social,2025-11-18T22:36:07.611Z,"Saw people complaining about ghost of yotei saying assassins creed did it years ago. And yes exactly. GoT for me is what AC did before it made me hate it. Map isn’t too massive, stealthing bases is fun. Did some side quests. I loved it.",https://bsky.app/profile/
at://did:plc:l5o2cf3nyohhoamppxdvlkke/app.bsky.feed.post/3m5wrdko5cs27,bafyreigagp3tkpgbtn2jt5rroklnsrgtw2hpjtvkv5escuqfbzchqqbm5m,did:plc:l5o2cf3nyohhoamppxdvlkke,ooglywooglies.bsky.social,2025-11-18T22:17:07.488Z,"agh, i cant be ""good male feminist"" representation for trans men if im stealthing",https://bsky.app/profile/
at://did:plc:l5o2cf3nyohhoamppxdvlkke/app.bsky.feed.post/3m5wrcq2kdk27,bafyreifc5uo3x5sqzna43zih7fteqgmuwr432lvmjoeyytbtqak4cymzke,did:plc:l5o2cf3nyohhoamppxdvlkke,ooglywooglies.bsky.social,2025-11-18T22:16:39.583Z,"fuck am i doing the same thing, am i like responsible to create like trans mens lib community or something. ive started stealthing on tumblr specifically because im sick of transmascs misgendering other transmascs so its like a self defense thing but its also like-",https://bsky.app/profile/
at://did:plc:fuoec4w3w63jz3gzzcmoctq6/app.bsky.feed.post/3m5u3psqbqk2p,bafyreicgggwx7eqrp2wm3h6ancj262lygp5irkosdwsmxwzzn4v2zfzjfq,did:plc:fuoec4w3w63jz3gzzcmoctq6,hyunglover.bsky.social,2025-11-17T20:44:56.797Z,i like too much so i had to highlight the ones i'm Especially into. but nothing is a hard no,https://bsky.app/profile/
at://did:plc:v4hd35iy6v6nanqmosbapt4n/app.bsky.feed.post/3m5tpjbfm7k2j,bafyreicpcjj6lb6h5sfzwzymoe5hz4uvdeox43bfl6ln5irsduihhmw6ue,did:plc:v4hd35iy6v6nanqmosbapt4n,brazenelk.bsky.social,2025-11-17T17:06:32.398Z,"( The closest thing to spur of the moment rp I used to do was in WoW where I’d fly around on my druid alt and land on people in cat form (with the panther pet out, my nephew) and catdanced, and if they danced back I’d give them fish and a ball of string before stealthing away )",https://bsky.app/profile/
at://did:plc:f64357nf7ufcrrxkhaepkhnf/app.bsky.feed.post/3m5zkitzdzk2t,bafyreiczty7tnywo4pdzcz7e36pf4xp6f5lyibvb6hlt3xvdfmbhhjvkau,did:plc:f64357nf7ufcrrxkhaepkhnf,k2amama.bsky.social,2025-11-20T00:52:48.086Z,"Not only is it not like he didn't know, its also not like he didn't leverage the sexual coercion tools of Epstein on his own mentees. How vile that Harvard would allow him teach while this is being investigated. 

🤢",https://bsky.app/profile/
at://did:plc:jhnxtnubqvp4bebtc53pgcrb/app.bsky.feed.post/3m5z4qak6p22g,bafyreianpvf6s2mexx6ez2wbwfkhamw4fahozvisz5am52gahc3tla4uwi,did:plc:jhnxtnubqvp4bebtc53pgcrb,amerliberal.bsky.social,2025-11-19T20:46:21.267Z,"discrimination, eviction, and exploitation.

2) As with gambling, drugs, and alcohol, sex work is human nature and can never be eliminated. Far better to regulate it. The problem is sexual coercion. Don't ban all sex work because some is coercive.

www.bbc.com/news/article...",https://bsky.app/profile/
at://did:plc:rhh6lqszy5bzjivqumrpcnmj/app.bsky.feed.post/3m5yst3ryjk2e,bafyreibr2tvximgtdu7xoruayhc5gigvgr6q2v3atcbtkkcc35f7bzp4h4,did:plc:rhh6lqszy5bzjivqumrpcnmj,kiltedgreen.bsky.social,2025-11-19T17:49:01.974Z,"It’s hilarious that you write “I’m not validating your sexual attraction” and then proceed to try and find out whether who I’m sexually attracted to passes your validation test!

If not why do you care? I can refuse ANY sexual partner for ANY reason I choose. If not, it’s serious coercion isn’t it?",https://bsky.app/profile/
at://did:plc:ulyqvctxfb7kkx2iorqqv5by/app.bsky.feed.post/3m5ydkgxp2k2o,bafyreiaat7oipyco4cgwj3z7nrj3jrrskjbejyfjdpnnnuwvrcc4wyih4m,did:plc:ulyqvctxfb7kkx2iorqqv5by,nobodyowens1.bsky.social,2025-11-19T13:15:45.578Z,"I was reading your post to my wife, and she added that it's not just ""someone you know"", but almost every woman has dealt with some sort of sexual harassment, coercion, or assault.",https://bsky.app/profile/
at://did:plc:o3jsffboto7hhe3et6krlyrw/app.bsky.feed.post/3m5ws2c7dec2l,bafyreibyxtymehe3t4soccsseywrl645qmt5to5ykk4jhze4lwmpxm6p4u,did:plc:o3jsffboto7hhe3et6krlyrw,thaxter.bsky.social,2025-11-18T22:29:50.366Z,"It is so important for men to support the women in their lives who have suffered any kind of sexual coercion.

I am not glorifying the men who do, but I am shaming those who do not.

It's literally the least you can do to just believe them. But it is still so important. First step.",https://bsky.app/profile/
at://did:plc:oetunpozp6fjudghkpo7u3xa/app.bsky.feed.post/3m5wrhuvpu42a,bafyreibsrz7wsuiydnwypdbvlipnoobe3mh3xur5a4felr6md2izaispnm,did:plc:oetunpozp6fjudghkpo7u3xa,wfsb.com,2025-11-18T22:19:32.388Z,"Alyson Cranick, 44, pleaded guilty to coercion and enticement of a minor to engage in sexual activity.

FULL STORY: https://www.wfsb.com/2025/11/18/44-year-old-woman-pleads-guilty-coercing-11-year-old-into-sexual-activity/ ",https://bsky.app/profile/
at://did:plc:s2cml53dzz4uhon6e3inf7rp/app.bsky.feed.post/3m5wjbq75t22q,bafyreihccat6i73ti2tnugy42llksfgoaibzooo7dmpdaxwg46foqe7usi,did:plc:s2cml53dzz4uhon6e3inf7rp,angrybrownwoman.bsky.social,2025-11-18T19:52:28.481Z,I did not want to stay in their server after they were dissecting someone’s child abuse and sexual trauma. I felt unsafe and wanted to leave and Lohse made stay with emotional coercion “it means a lot to me since that’s how we got close”,https://bsky.app/profile/
at://did:plc:t3hxm4xzd3mq7eltwlbbanre/app.bsky.feed.post/3m625i6u4ic22,bafyreieelf5togcl4vdfnxgc4uinc3o46uodbohx4qdleo764ikuypki7e,did:plc:t3hxm4xzd3mq7eltwlbbanre,sqeakyismad.bsky.social,2025-11-20T06:32:26.990Z,"I'm disagreeing with you on the zero containment, but I am agreeing that the police station was being assaulted, it was bad.

None of this explains why a child should show up with a gun. Particularly when the business owners had left.",https://bsky.app/profile/
at://did:plc:mcb6n67plnrlx4lg35natk2b/app.bsky.feed.post/3m624sswyiq2x,bafyreihfuuchsmv3us6en23yues5gs353epnf5vus4kurqvkk74t2bp4la,did:plc:mcb6n67plnrlx4lg35natk2b,nowbreezing.ntw.app,2025-11-20T06:20:30.224053+00:00,"
Bluesky's Top 10 Trending Words (past 10min):
💨x2* - ukraine 🔓
💨x28 - 1﹐615
💨x12 - 175
💨x1* - gaza 🔓
💨x11 - cdc
💨x1* - democracy 🔓
💨x9 - 2025-11-20
💨x8 - fae
💨x8 - donnerstag
💨x8 - 11/20
*🔓 = Unlocked Emergency Words (see img)

#йобанарусня 🇺🇦

(Something not right? Reply!)",https://bsky.app/profile/
at://did:plc:p3y4ysrka2ki2xux4d3prrrx/app.bsky.feed.post/3m624kytkvc27,bafyreie6vz7jylujdmrz5uomr57sgtmlibewg2hnebqs2u3zfkypx67s4m,did:plc:p3y4ysrka2ki2xux4d3prrrx,misokatsuhaumai.bsky.social,2025-11-20T06:16:07.602Z,"My only criteria is ""are there any victims""
victims as in who are assaulted with the direct actions
either of IRL immoral disgusting shit,
or they are forced to look at some fictional stuff they refuse to interact/ they dont give active consent to 
victims matter
if victimless idc
i shouldnt",https://bsky.app/profile/
at://did:plc:3sygfcrbcsmybapfnepihb46/app.bsky.feed.post/3m624io2cvs2o,bafyreib47rf6g56ufmptl7ujowlxvlosmdwk32v42hqoagejde56hg3cwm,did:plc:3sygfcrbcsmybapfnepihb46,meagankenreck.bsky.social,2025-11-20T06:14:49.179Z,"Not to brag, but the house is clean and smells like Nag Champa so Todd's nose won't be assaulted by any elderly cat stink when he gets home from LA tonight.",https://bsky.app/profile/
at://did:plc:eb2den6mspsw7gi2hlbneqmh/app.bsky.feed.post/3m624gqgjas2l,bafyreihyx3oaxp7iujk76cviz6gnntzw3fff3tb2p64v32k377thiwh6fa,did:plc:eb2den6mspsw7gi2hlbneqmh,snowmonkey1971.bsky.social,2025-11-20T06:13:44.568Z,"No, he didn't. Arson is a threat to human life. As is an unchecked mob like Kenosha's.

Are you aware how delusional that mob was? You know Jacob Blake was not an unarmed victim of an unjustified police shooting, right?

And people were being assaulted. But not you, nor your house or business.",https://bsky.app/profile/
at://did:plc:bmxevzjc6tex6zjyhwnyc5lf/app.bsky.feed.post/3m624fubiak2w,bafyreieccsof2mu7styf7g6zi432f7pp2uqeqp3gfbqk6urh556457lmdq,did:plc:bmxevzjc6tex6zjyhwnyc5lf,catsinfrance.bsky.social,2025-11-20T06:13:15.041Z,"Bloody hell! Glad you aren't seriously hurt! I sincerely hope the twunt who assaulted you gets locked up, loses his driving licence and gets a large fine.",https://bsky.app/profile/
at://did:plc:jq3yb2d73qr7cbplrq6mggvs/app.bsky.feed.post/3m624ezi7ms22,bafyreia5qsnewmrt2cnj4uufrkl3vmy5yc2nsedffgyaioj4txxlgdbze4,did:plc:jq3yb2d73qr7cbplrq6mggvs,transgenderr.bsky.social,2025-11-20T06:12:46.952Z,You let me get sexually assaulted by so many special needs children each afternoon.,https://bsky.app/profile/
at://did:plc:75bpndvx3g2cirtakky6wjb3/app.bsky.feed.post/3m5zyqpd2hk2k,bafyreiavoodbulood6sax3rozr3tn6rar7t6a6lkl3a46zyaxco5suqpge,did:plc:75bpndvx3g2cirtakky6wjb3,limeyemily.bsky.social,2025-11-20T05:07:43.961Z,"This is what he was doing to actual troops on USO tours 

cw for sexual assault",https://bsky.app/profile/
at://did:plc:okwl46blphwuq6rggk55xpye/app.bsky.feed.post/3m5zvmckz2225,bafyreibxg26hsd7cserof7imuz3uyncfsawixfhmygrln3xvcpe6rgievu,did:plc:okwl46blphwuq6rggk55xpye,mandibuzzz.bsky.social,2025-11-20T04:11:35.168Z,"[bigger than this? oh god, he might not be able to handle himself if he sees her like that.

he groped some more, still grinding away at her caked up rear.]",https://bsky.app/profile/
at://did:plc:fm2xmf5kbroffsiytqz3bovg/app.bsky.feed.post/3m5zvfhyguk2f,bafyreiciafmn7coky4zcfkgvodryy4p3vsipvtlhi7qlna5knblve3itsu,did:plc:fm2xmf5kbroffsiytqz3bovg,letfreedomring66.bsky.social,2025-11-20T04:07:45.971Z,"The Massapequa school district is accused of knowing about janitor Michael Sodano’s alleged predatory tendencies and doing nothing to stop him before he groped the then-18-year-old high school senior.

nypost.com/2025/11/19/u...",https://bsky.app/profile/
at://did:plc:ufnso2ifsbd23lagpmwxowqh/app.bsky.feed.post/3m5zt4nxjnk22,bafyreibp4gpj3pxgixqpesxc47pimq5eyxgrejalhv5tjnrphnsmsgqsea,did:plc:ufnso2ifsbd23lagpmwxowqh,brattyxcooper.com,2025-11-20T03:27:02.759Z,"I need to be groped. I need a pedicure. I need to have someone spit in my mouth. I need to be filled with cum. I need a dinner made for me. I need a present, just because. I need to be slutted out. I need to eat pussy. I need to have all of my holes filled. I need to feel adored.",https://bsky.app/profile/
at://did:plc:nkh2tbd7ezogil6imk3tbwh3/app.bsky.feed.post/3m5zsnzi6yk2f,bafyreier3clcwpygv4p7z47r66cgj5v4wauybxpxade5hfptipu5hjhziq,did:plc:nkh2tbd7ezogil6imk3tbwh3,kebrightbill.bsky.social,2025-11-20T03:18:51.523Z,"Yep, like the one he told that made him sound jealous of his brother for getting groped by Kevin Spacey because Spacey didn't so much as flirt with him.",https://bsky.app/profile/
at://did:plc:vtvi4fullaasccvtzelo7zpx/app.bsky.feed.post/3m5zrsm6eos2y,bafyreia3lxxft5qivimjerzpg3pi5f2e5xfmotd653nh52lhcm25n4uq7i,did:plc:vtvi4fullaasccvtzelo7zpx,frozen-cranberry.bsky.social,2025-11-20T03:03:31.599Z,"At this point I assume that they're all perverts. I'm a cis woman and the thought of anyone thinking that much about a child's bits is super upsetting. There is no good reason to do it. (Plus it feels so much like the sort of bs some of the men who groped child me spouted, so.)",https://bsky.app/profile/
at://did:plc:lppcbrtqvx6neatvylvghwiq/app.bsky.feed.post/3m5zqaukmbs2t,bafyreihwqcvjenrjl6qrxm4iqprdbnnfrd2n2yk5cd7muywdsuwctvex7y,did:plc:lppcbrtqvx6neatvylvghwiq,demonickitsune.bsky.social,2025-11-20T02:35:42.667Z,"it must feel so fucking good having your belly groped and jiggled... consensually, especially having such a FAT needy gut... 🥴💞",https://bsky.app/profile/
at://did:plc:6t2qg5vuagxgflh6d6r56ycm/app.bsky.feed.post/3m625huiswc2v,bafyreidfs6pjgsujxyukzbw43za43n5t5pvgrx6kiegvdf6fwmovd4f44u,did:plc:6t2qg5vuagxgflh6d6r56ycm,raidergs.bsky.social,2025-11-20T06:32:16.134Z,"If they are found to have molested, raped or abused underage girls, yes, they deserve to be prosecuted too. Bring it on Trump. You are to be included in that too, which we all know you are, no matter how well your Nazi team scrubbed those files of your or any of your buds names, from those files.",https://bsky.app/profile/
at://did:plc:6t2qg5vuagxgflh6d6r56ycm/app.bsky.feed.post/3m625bbt2ls2v,bafyreihyqwzg4hcnvjxq2xcp7dh4ovxkpcmazmsfr2apsv2o4fekgqr3ke,did:plc:6t2qg5vuagxgflh6d6r56ycm,raidergs.bsky.social,2025-11-20T06:28:35.218Z,"Go for it Trump. I don't need to read passed the first sentence. You want the Dems charged for exactly the same as you. Fine. That should happen to those who in fact raped, molested, or harmed any and all the victims of Epstein. No matter who.WE WANT THEM CHARGED JUST LIKE YOU. All pedophiles guilty",https://bsky.app/profile/
at://did:plc:wnusupbviie6cpczukfipjpc/app.bsky.feed.post/3m622bknm3227,bafyreiah4crui76y7ltskmex5fpuikg2uisg5bx65tkccbqkx4wsxqwawa,did:plc:wnusupbviie6cpczukfipjpc,buckleup36.bsky.social,2025-11-20T05:35:03.252Z,"This keeps happening. Yet another convicted January 6 criminal pardoned by Trump keeps committing crimes. This POS molested a little boy multiple times.

When is Trump's Willie Horton moment coming? 

www.nbcnews.com/news/us-news...",https://bsky.app/profile/
at://did:plc:yxinpeqhqmopnlbh7xoza7y7/app.bsky.feed.post/3m5zylrcgws2u,bafyreiezidiknlyum4wt4ly3wau65mm4mg6awcuz2mnwsgxvbk3tlj4viy,did:plc:yxinpeqhqmopnlbh7xoza7y7,left-is-right.bsky.social,2025-11-20T05:04:58.288Z,"GFY elitest pos that you are. I want a refund for all the dem votes I cast. All the fucking lies they told. All the times, pricks like you said ""vote blue no matter who molested who"". G.F.Y.",https://bsky.app/profile/
at://did:plc:umed6dkjt3xdq6bnjdiqwk4j/app.bsky.feed.post/3m5zxyp5zos2l,bafyreicjazvwp6bnrtp2ahb6bd4vuz4a2piqem6qomsezujaxmzp4s7ovm,did:plc:umed6dkjt3xdq6bnjdiqwk4j,rbus39337410.bsky.social,2025-11-20T04:54:18.510Z,"This is exactly how he pointed his finger and yelled at the 13-year-old girl he molested when she asked him what if she gets pregnant. 

people.com/donald-trump...",https://bsky.app/profile/
at://did:plc:umed6dkjt3xdq6bnjdiqwk4j/app.bsky.feed.post/3m5zw4vk5tk2l,bafyreieivbkdnncnlcxmfruv6g3ilb26ine32u5wbcpiv3yckpt5ydqhfy,did:plc:umed6dkjt3xdq6bnjdiqwk4j,rbus39337410.bsky.social,2025-11-20T04:20:51.933Z,"This is exactly how he talked to the 13-year-old girl he molested when she asked him what if she gets pregnant. 

bsky.app/profile/khri...",https://bsky.app/profile/
